Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Product_Supermarket_Sales
FDK38,CHUKWUDI010,FDK38_CHUKWUDI010,6.65,Low Fat,0.089196394,Canned,367.68,2005,,Cluster 3,Grocery Store,742.37
NCG30,CHUKWUDI013,NCG30_CHUKWUDI013,20.2,Low Fat,0.11222774699999999,Household,308.76,1994,High,Cluster 3,Supermarket Type1,6847.75
FDA46,CHUKWUDI049,FDA46_CHUKWUDI049,13.6,Low Fat,0.117818348,Snack Foods,482.28,2006,Medium,Cluster 1,Supermarket Type1,6318.44
FDG33,CHUKWUDI018,FDG33_CHUKWUDI018,5.365,Normal Fat,0.140811559,Seafood,433.94,2016,Medium,Cluster 3,Supermarket Type2,5153.29
FDI07,CHUKWUDI045,FDI07_CHUKWUDI045,12.35,Normal Fat,0.03382933,Meat,492.36,2009,,Cluster 2,Supermarket Type1,6920.99
FDG53,CHUKWUDI013,FDG53_CHUKWUDI013,10.0,Low Fat,0.045818773,Frozen Foods,346.8,1994,High,Cluster 3,Supermarket Type1,3495.45
FDT25,CHUKWUDI018,FDT25_CHUKWUDI018,7.5,Low Fat,0.050957715,Canned,306.02,2016,Medium,Cluster 3,Supermarket Type2,6431.63
FDK03,CHUKWUDI045,FDK03_CHUKWUDI045,12.6,Normal Fat,0.07407035099999999,Dairy,635.59,2009,,Cluster 2,Supermarket Type1,11445.1
FDU01,CHUKWUDI019,FDU01_CHUKWUDI019,,Normal Fat,0.021002171,Canned,462.98,1992,Small,Cluster 1,Grocery Store,1388.19
FDM34,CHUKWUDI046,FDM34_CHUKWUDI046,19.0,Low Fat,0.067447572,Snack Foods,332.41,2004,Small,Cluster 1,Supermarket Type1,4918.6
DRZ11,CHUKWUDI049,DRZ11_CHUKWUDI049,8.85,Normal Fat,0.11284010800000001,Soft Drinks,305.1,2006,Medium,Cluster 1,Supermarket Type1,3095.97
FDF40,CHUKWUDI019,FDF40_CHUKWUDI019,,Normal Fat,0.03941584,Dairy,619.52,1992,Small,Cluster 1,Grocery Store,1245.05
FDK50,CHUKWUDI017,FDK50_CHUKWUDI017,7.96,Low Fat,0.0,Canned,401.97,2014,,Cluster 2,Supermarket Type1,8089.47
FDW52,CHUKWUDI049,FDW52_CHUKWUDI049,14.0,Normal Fat,0.037580877,Frozen Foods,406.63,2006,Medium,Cluster 1,Supermarket Type1,10689.42
FDQ28,CHUKWUDI046,FDQ28_CHUKWUDI046,14.0,Normal Fat,0.060427062000000004,Frozen Foods,383.91,2004,Small,Cluster 1,Supermarket Type1,7723.28
FDQ10,CHUKWUDI018,FDQ10_CHUKWUDI018,12.85,Low Fat,0.033314389,Snack Foods,429.11,2016,Medium,Cluster 3,Supermarket Type2,8191.0
NCM55,CHUKWUDI049,NCM55_CHUKWUDI049,15.6,Low Fat,0.066829875,Others,463.98,2006,Medium,Cluster 1,Supermarket Type1,7866.43
FDQ25,CHUKWUDI049,FDQ25_CHUKWUDI049,8.63,Normal Fat,0.028320655,Canned,431.36,2006,Medium,Cluster 1,Supermarket Type1,5604.37
FDU23,CHUKWUDI027,FDU23_CHUKWUDI027,,Ultra Low fat,0.021618297,Breads,417.8,1992,Medium,Cluster 3,Supermarket Type3,6191.94
FDK16,CHUKWUDI013,FDK16_CHUKWUDI013,9.065,Low Fat,0.115233813,Frozen Foods,236.02,1994,High,Cluster 3,Supermarket Type1,7140.71
NCD54,CHUKWUDI013,NCD54_CHUKWUDI013,21.1,Low Fat,0.028984804,Household,365.45,1994,High,Cluster 3,Supermarket Type1,7585.13
FDS34,CHUKWUDI017,FDS34_CHUKWUDI017,19.35,Normal Fat,0.077193256,Snack Foods,281.88,2014,,Cluster 2,Supermarket Type1,1707.78
NCP06,CHUKWUDI049,NCP06_CHUKWUDI049,20.7,Low Fat,0.039306822000000005,Household,376.84,2006,Medium,Cluster 1,Supermarket Type1,8312.51
FDS31,CHUKWUDI027,FDS31_CHUKWUDI027,,Normal Fat,0.043978369,Fruits and Vegetables,446.08,1992,Medium,Cluster 3,Supermarket Type3,6315.11
NCZ54,CHUKWUDI046,NCZ54_CHUKWUDI046,14.65,Low Fat,0.08335939099999999,Household,404.89,2004,Small,Cluster 1,Supermarket Type1,11778.0
FDQ14,CHUKWUDI049,FDQ14_CHUKWUDI049,9.27,Low Fat,0.061883352999999995,Dairy,369.76,2006,Medium,Cluster 1,Supermarket Type1,4119.64
FDR52,CHUKWUDI017,FDR52_CHUKWUDI017,12.65,Normal Fat,0.07647472799999999,Frozen Foods,479.71,2014,,Cluster 2,Supermarket Type1,2866.27
FDY03,CHUKWUDI018,FDY03_CHUKWUDI018,17.6,Normal Fat,0.076431919,Meat,283.05,2016,Medium,Cluster 3,Supermarket Type2,5063.41
DRK12,CHUKWUDI010,DRK12_CHUKWUDI010,9.5,Low Fat,0.0,Soft Drinks,82.23,2005,,Cluster 3,Grocery Store,83.23
FDI57,CHUKWUDI049,FDI57_CHUKWUDI049,19.85,Low Fat,0.05410964,Seafood,487.69,2006,Medium,Cluster 1,Supermarket Type1,4926.92
FDA03,CHUKWUDI010,FDA03_CHUKWUDI010,18.5,Normal Fat,0.076097035,Dairy,364.53,2005,,Cluster 3,Grocery Store,729.05
FDN32,CHUKWUDI049,FDN32_CHUKWUDI049,17.5,Low Fat,0.01558456,Fruits and Vegetables,462.82,2006,Medium,Cluster 1,Supermarket Type1,11987.73
FDN09,CHUKWUDI027,FDN09_CHUKWUDI027,,Low Fat,0.034705807000000005,Snack Foods,604.21,1992,Medium,Cluster 3,Supermarket Type3,12184.14
FDL44,CHUKWUDI045,FDL44_CHUKWUDI045,18.25,Low Fat,0.012300013,Fruits and Vegetables,401.22,2009,,Cluster 2,Supermarket Type1,7685.0
FDH50,CHUKWUDI018,FDH50_CHUKWUDI018,15.0,Normal Fat,0.162093059,Canned,456.32,2016,Medium,Cluster 3,Supermarket Type2,3227.47
FDU23,CHUKWUDI018,FDU23_CHUKWUDI018,12.15,Low Fat,0.021811987,Breads,409.05,2016,Medium,Cluster 3,Supermarket Type2,5779.14
NCJ18,CHUKWUDI010,NCJ18_CHUKWUDI010,12.35,Ultra Low fat,0.274405193,Household,292.78,2005,,Cluster 3,Grocery Store,888.84
NCA29,CHUKWUDI010,NCA29_CHUKWUDI010,10.5,Ultra Low fat,0.045655118,Household,424.53,2005,,Cluster 3,Grocery Store,427.78
FDC26,CHUKWUDI018,FDC26_CHUKWUDI018,10.195,Low Fat,0.126897925,Canned,276.72,2016,Medium,Cluster 3,Supermarket Type2,3057.69
FDT32,CHUKWUDI017,FDT32_CHUKWUDI017,19.0,Normal Fat,0.066005186,Fruits and Vegetables,471.05,2014,,Cluster 2,Supermarket Type1,7065.8
FDN56,CHUKWUDI013,FDN56_CHUKWUDI013,5.46,Normal Fat,0.106968096,Fruits and Vegetables,356.7,1994,High,Cluster 3,Supermarket Type1,5779.14
FDG17,CHUKWUDI027,FDG17_CHUKWUDI027,,Normal Fat,0.035666655,Frozen Foods,615.62,1992,Medium,Cluster 3,Supermarket Type3,20158.76
FDK32,CHUKWUDI027,FDK32_CHUKWUDI027,,Normal Fat,0.048738407000000004,Fruits and Vegetables,382.17,1992,Medium,Cluster 3,Supermarket Type3,12578.63
FDO46,CHUKWUDI035,FDO46_CHUKWUDI035,9.6,Normal Fat,0.014209811000000001,Snack Foods,470.47,2011,Small,Cluster 2,Supermarket Type1,4254.46
FDM15,CHUKWUDI035,FDM15_CHUKWUDI035,11.8,Normal Fat,0.057410724,Meat,373.84,2011,Small,Cluster 2,Supermarket Type1,4534.1
FDS14,CHUKWUDI013,FDS14_CHUKWUDI013,7.285,Low Fat,0.049922304,Dairy,392.32,1994,High,Cluster 3,Supermarket Type1,3928.22
NCL31,CHUKWUDI035,NCL31_CHUKWUDI035,7.39,Low Fat,0.120258245,Others,353.87,2011,Small,Cluster 2,Supermarket Type1,5725.88
FDK56,CHUKWUDI045,FDK56_CHUKWUDI045,9.695,Low Fat,0.130261652,Fruits and Vegetables,463.22,2009,,Cluster 2,Supermarket Type1,8419.04
FDI26,CHUKWUDI018,FDI26_CHUKWUDI018,5.94,Low Fat,0.035028853,Canned,449.59,2016,Medium,Cluster 3,Supermarket Type2,3122.6
FDP28,CHUKWUDI017,FDP28_CHUKWUDI017,13.65,Normal Fat,0.081096613,Frozen Foods,653.23,2014,,Cluster 2,Supermarket Type1,7829.81
NCQ43,CHUKWUDI046,NCQ43_CHUKWUDI046,17.75,Low Fat,0.111301625,Others,268.98,2004,Small,Cluster 1,Supermarket Type1,3821.69
FDJ12,CHUKWUDI049,FDJ12_CHUKWUDI049,8.895,Normal Fat,0.039101813,Baking Goods,522.07,2006,Medium,Cluster 1,Supermarket Type1,13502.42
FDM10,CHUKWUDI049,FDM10_CHUKWUDI049,18.25,Low Fat,0.07608971099999999,Snack Foods,532.3,2006,Medium,Cluster 1,Supermarket Type1,9617.48
NCA54,CHUKWUDI046,NCA54_CHUKWUDI046,16.5,Low Fat,0.036641597000000005,Household,446.83,2004,Small,Cluster 1,Supermarket Type1,3157.56
FDI24,CHUKWUDI027,FDI24_CHUKWUDI027,,Low Fat,0.07836248400000001,Baking Goods,444.84,1992,Medium,Cluster 3,Supermarket Type3,16761.52
FDP49,CHUKWUDI013,FDP49_CHUKWUDI013,9.0,Normal Fat,0.069031467,Breakfast,137.65,1994,High,Cluster 3,Supermarket Type1,1105.23
NCZ05,CHUKWUDI013,NCZ05_CHUKWUDI013,8.485,Low Fat,0.058083830999999995,Health and Hygiene,258.0,1994,High,Cluster 3,Supermarket Type1,1805.98
NCM29,CHUKWUDI017,NCM29_CHUKWUDI017,11.5,Low Fat,0.01774202,Health and Hygiene,324.16,2014,,Cluster 2,Supermarket Type1,4590.69
NCM54,CHUKWUDI035,NCM54_CHUKWUDI035,17.7,Low Fat,0.050929429000000005,Household,322.92,2011,Small,Cluster 2,Supermarket Type1,4450.87
NCV05,CHUKWUDI045,NCV05_CHUKWUDI045,10.1,Low Fat,0.030269774,Health and Hygiene,381.16,2009,,Cluster 2,Supermarket Type1,7337.12
DRJ39,CHUKWUDI027,DRJ39_CHUKWUDI027,,Low Fat,0.036150153,Dairy,548.87,1992,Medium,Cluster 3,Supermarket Type3,14238.13
NCZ42,CHUKWUDI017,NCZ42_CHUKWUDI017,10.5,Low Fat,0.011351778,Household,591.31,2014,,Cluster 2,Supermarket Type1,10073.55
FDO37,CHUKWUDI045,FDO37_CHUKWUDI045,8.06,Low Fat,0.021420031000000003,Breakfast,580.08,2009,,Cluster 2,Supermarket Type1,7508.56
FDL26,CHUKWUDI018,FDL26_CHUKWUDI018,18.0,Low Fat,0.073490977,Canned,393.49,2016,Medium,Cluster 3,Supermarket Type2,1947.47
FDR19,CHUKWUDI045,FDR19_CHUKWUDI045,13.5,Normal Fat,0.16004458900000001,Fruits and Vegetables,363.53,2009,,Cluster 2,Supermarket Type1,8748.61
FDE45,CHUKWUDI046,FDE45_CHUKWUDI046,12.1,Low Fat,0.040357315,Fruits and Vegetables,444.5,2004,Small,Cluster 1,Supermarket Type1,4029.75
FDN31,CHUKWUDI045,FDN31_CHUKWUDI045,11.5,Low Fat,0.073029341,Fruits and Vegetables,469.88,2009,,Cluster 2,Supermarket Type1,6641.36
FDV02,CHUKWUDI018,FDV02_CHUKWUDI018,16.75,Low Fat,0.060792265,Dairy,426.03,2016,Medium,Cluster 3,Supermarket Type2,1283.33
FDB08,CHUKWUDI027,FDB08_CHUKWUDI027,,Low Fat,0.030952737,Fruits and Vegetables,400.39,1992,Medium,Cluster 3,Supermarket Type3,7621.75
FDU32,CHUKWUDI013,FDU32_CHUKWUDI013,8.785,Low Fat,0.0,Fruits and Vegetables,301.35,1994,High,Cluster 3,Supermarket Type1,3959.85
NCI31,CHUKWUDI010,NCI31_CHUKWUDI010,20.0,Low Fat,0.136124989,Others,95.8,2005,,Cluster 3,Grocery Store,366.19
FDO39,CHUKWUDI049,FDO39_CHUKWUDI049,6.985,Normal Fat,0.137580452,Meat,457.15,2006,Medium,Cluster 1,Supermarket Type1,10106.84
NCO18,CHUKWUDI035,NCO18_CHUKWUDI035,13.15,Low Fat,0.024646607999999997,Household,443.67,2011,Small,Cluster 2,Supermarket Type1,13777.07
FDL52,CHUKWUDI013,FDL52_CHUKWUDI013,6.635,Normal Fat,0.0,Frozen Foods,99.38,1994,High,Cluster 3,Supermarket Type1,759.01
FDH27,CHUKWUDI049,FDH27_CHUKWUDI049,7.075,Low Fat,0.058437653,Dairy,357.53,2006,Medium,Cluster 1,Supermarket Type1,2876.26
FDK20,CHUKWUDI017,FDK20_CHUKWUDI017,12.6,Normal Fat,0.04179272,Fruits and Vegetables,305.02,2014,,Cluster 2,Supermarket Type1,3368.95
FDJ48,CHUKWUDI017,FDJ48_CHUKWUDI017,11.3,Low Fat,0.056754035999999994,Baking Goods,618.78,2014,,Cluster 2,Supermarket Type1,6175.3
FDW57,CHUKWUDI049,FDW57_CHUKWUDI049,8.31,Normal Fat,0.11585722300000001,Snack Foods,447.76,2006,Medium,Cluster 1,Supermarket Type1,9740.65
FDP03,CHUKWUDI046,FDP03_CHUKWUDI046,5.15,Normal Fat,0.06117708,Meat,304.6,2004,Small,Cluster 1,Supermarket Type1,8049.52
FDZ59,CHUKWUDI019,FDZ59_CHUKWUDI019,,Normal Fat,0.18212836300000002,Baking Goods,414.13,1992,Small,Cluster 1,Grocery Store,1664.5
FDE57,CHUKWUDI017,FDE57_CHUKWUDI017,9.6,Low Fat,0.036490369,Fruits and Vegetables,352.04,2014,,Cluster 2,Supermarket Type1,4609.0
FDI58,CHUKWUDI046,FDI58_CHUKWUDI046,7.64,Normal Fat,0.070704474,Snack Foods,233.53,2004,Small,Cluster 1,Supermarket Type1,3728.48
FDO40,CHUKWUDI018,FDO40_CHUKWUDI018,17.1,Low Fat,0.032761024,Frozen Foods,372.1,2016,Medium,Cluster 3,Supermarket Type2,5219.87
NCF31,CHUKWUDI046,NCF31_CHUKWUDI046,9.13,Low Fat,0.051847425,Household,382.01,2004,Small,Cluster 1,Supermarket Type1,3036.05
FDS48,CHUKWUDI027,FDS48_CHUKWUDI027,,Low Fat,0.027644732,Baking Goods,373.68,1992,Medium,Cluster 3,Supermarket Type3,7899.72
FDE05,CHUKWUDI019,FDE05_CHUKWUDI019,,Normal Fat,0.0,Frozen Foods,363.03,1992,Small,Cluster 1,Grocery Store,1093.58
FDR39,CHUKWUDI049,FDR39_CHUKWUDI049,20.35,Ultra Low fat,0.08392956900000001,Meat,456.07,2006,Medium,Cluster 1,Supermarket Type1,12313.97
FDT33,CHUKWUDI049,FDT33_CHUKWUDI049,7.81,Normal Fat,0.034043502999999996,Snack Foods,421.79,2006,Medium,Cluster 1,Supermarket Type1,6684.63
FDP23,CHUKWUDI045,FDP23_CHUKWUDI045,6.71,Low Fat,0.03565903,Breads,545.79,2009,,Cluster 2,Supermarket Type1,4898.62
FDR35,CHUKWUDI035,FDR35_CHUKWUDI035,12.5,Low Fat,0.020693809,Breads,497.94,2011,Small,Cluster 2,Supermarket Type1,10949.08
NCB42,CHUKWUDI017,NCB42_CHUKWUDI017,11.8,Ultra Low fat,0.008609602,Health and Hygiene,287.12,2014,,Cluster 2,Supermarket Type1,3475.48
NCB42,CHUKWUDI013,NCB42_CHUKWUDI013,11.8,Ultra Low fat,0.008554052,Health and Hygiene,292.37,1994,High,Cluster 3,Supermarket Type1,4923.59
NCM06,CHUKWUDI045,NCM06_CHUKWUDI045,7.475,Ultra Low fat,0.075881475,Household,388.16,2009,,Cluster 2,Supermarket Type1,7337.12
FDQ44,CHUKWUDI046,FDQ44_CHUKWUDI046,20.5,Low Fat,0.036140297,Fruits and Vegetables,300.19,2004,Small,Cluster 1,Supermarket Type1,5755.84
FDC34,CHUKWUDI019,FDC34_CHUKWUDI019,,Normal Fat,0.30247887100000004,Snack Foods,388.74,1992,Small,Cluster 1,Grocery Store,778.99
NCQ54,CHUKWUDI010,NCQ54_CHUKWUDI010,17.7,Low Fat,0.020993364,Household,417.12,2005,,Cluster 3,Grocery Store,421.12
FDB38,CHUKWUDI035,FDB38_CHUKWUDI035,19.5,Normal Fat,0.027341529,Canned,395.73,2011,Small,Cluster 2,Supermarket Type1,9987.0
DRE48,CHUKWUDI017,DRE48_CHUKWUDI017,8.43,Low Fat,0.0,Soft Drinks,488.44,2014,,Cluster 2,Supermarket Type1,3941.54
FDT32,CHUKWUDI035,FDT32_CHUKWUDI035,19.0,Normal Fat,0.065621523,Fruits and Vegetables,466.3,2011,Small,Cluster 2,Supermarket Type1,13189.5
FDZ02,CHUKWUDI010,FDZ02_CHUKWUDI010,6.905,Normal Fat,0.06385097099999999,Dairy,243.18,2005,,Cluster 3,Grocery Store,489.36
FDE10,CHUKWUDI017,FDE10_CHUKWUDI017,6.67,Normal Fat,0.090456903,Snack Foods,328.16,2014,,Cluster 2,Supermarket Type1,5246.5
FDF57,CHUKWUDI049,FDF57_CHUKWUDI049,14.5,Normal Fat,0.058918844000000005,Fruits and Vegetables,424.36,2006,Medium,Cluster 1,Supermarket Type1,8096.13
DRA12,CHUKWUDI013,DRA12_CHUKWUDI013,11.6,Low Fat,0.040911824,Soft Drinks,355.79,1994,High,Cluster 3,Supermarket Type1,6381.69
FDD14,CHUKWUDI018,FDD14_CHUKWUDI018,20.7,Low Fat,0.170500183,Canned,460.32,2016,Medium,Cluster 3,Supermarket Type2,4149.6
DRJ01,CHUKWUDI010,DRJ01_CHUKWUDI010,6.135,Low Fat,0.192540665,Soft Drinks,400.56,2005,,Cluster 3,Grocery Store,805.62
NCQ30,CHUKWUDI017,NCQ30_CHUKWUDI017,7.725,Low Fat,0.029236727,Household,309.6,2014,,Cluster 2,Supermarket Type1,3350.64
FDD21,CHUKWUDI013,FDD21_CHUKWUDI013,10.3,Normal Fat,0.0,Fruits and Vegetables,287.54,1994,High,Cluster 3,Supermarket Type1,10306.58
FDF21,CHUKWUDI045,FDF21_CHUKWUDI045,10.3,Normal Fat,0.0,Fruits and Vegetables,472.63,2009,,Cluster 2,Supermarket Type1,13282.71
FDZ49,CHUKWUDI049,FDZ49_CHUKWUDI049,11.0,Normal Fat,0.133352623,Canned,549.45,2006,Medium,Cluster 1,Supermarket Type1,6611.39
FDU51,CHUKWUDI018,FDU51_CHUKWUDI018,20.2,Normal Fat,0.096906831,Meat,438.76,2016,Medium,Cluster 3,Supermarket Type2,16824.77
NCJ19,CHUKWUDI010,NCJ19_CHUKWUDI010,18.6,Low Fat,0.19780911,Others,139.15,2005,,Cluster 3,Grocery Store,286.29
FDA45,CHUKWUDI027,FDA45_CHUKWUDI027,,Low Fat,0.154627247,Snack Foods,444.09,1992,Medium,Cluster 3,Supermarket Type3,13673.87
FDZ38,CHUKWUDI018,FDZ38_CHUKWUDI018,17.6,Low Fat,0.008033611,Dairy,435.61,2016,Medium,Cluster 3,Supermarket Type2,10777.64
FDZ26,CHUKWUDI035,FDZ26_CHUKWUDI035,11.6,Normal Fat,0.143990173,Dairy,599.06,2011,Small,Cluster 2,Supermarket Type1,5975.56
FDX49,CHUKWUDI027,FDX49_CHUKWUDI027,,Normal Fat,0.101338651,Canned,581.58,1992,Medium,Cluster 3,Supermarket Type3,13399.23
FDV25,CHUKWUDI049,FDV25_CHUKWUDI049,5.905,Low Fat,0.04572322,Canned,555.36,2006,Medium,Cluster 1,Supermarket Type1,14367.96
FDQ52,CHUKWUDI035,FDQ52_CHUKWUDI035,17.0,Low Fat,0.119362409,Frozen Foods,623.61,2011,Small,Cluster 2,Supermarket Type1,14900.6
FDD10,CHUKWUDI027,FDD10_CHUKWUDI027,,Normal Fat,0.045797829000000005,Snack Foods,446.34,1992,Medium,Cluster 3,Supermarket Type3,7137.38
FDY28,CHUKWUDI018,FDY28_CHUKWUDI018,7.47,Normal Fat,0.15277077,Frozen Foods,536.05,2016,Medium,Cluster 3,Supermarket Type2,10686.09
FDD46,CHUKWUDI019,FDD46_CHUKWUDI019,,Low Fat,0.247321039,Snack Foods,381.0,1992,Small,Cluster 1,Grocery Store,384.5
FDS20,CHUKWUDI045,FDS20_CHUKWUDI045,8.85,Low Fat,0.053976156,Fruits and Vegetables,453.82,2009,,Cluster 2,Supermarket Type1,3192.51
FDA28,CHUKWUDI018,FDA28_CHUKWUDI018,16.1,Normal Fat,0.047996607999999996,Frozen Foods,317.59,2016,Medium,Cluster 3,Supermarket Type2,3460.5
FDY45,CHUKWUDI035,FDY45_CHUKWUDI035,17.5,Low Fat,0.0,Snack Foods,632.59,2011,Small,Cluster 2,Supermarket Type1,11445.1
FDU19,CHUKWUDI049,FDU19_CHUKWUDI049,8.77,Normal Fat,0.046844194000000006,Fruits and Vegetables,435.61,2006,Medium,Cluster 1,Supermarket Type1,3448.84
FDY37,CHUKWUDI035,FDY37_CHUKWUDI035,17.0,Normal Fat,0.026563851,Canned,353.12,2011,Small,Cluster 2,Supermarket Type1,8230.95
FDR32,CHUKWUDI049,FDR32_CHUKWUDI049,6.78,Normal Fat,0.0,Fruits and Vegetables,568.92,2006,Medium,Cluster 1,Supermarket Type1,9134.78
FDS60,CHUKWUDI046,FDS60_CHUKWUDI046,20.85,Low Fat,0.032448523,Baking Goods,444.67,2004,Small,Cluster 1,Supermarket Type1,2696.49
FDO39,CHUKWUDI046,FDO39_CHUKWUDI046,6.985,Normal Fat,0.137366883,Meat,462.4,2004,Small,Cluster 1,Supermarket Type1,9647.44
NCP43,CHUKWUDI019,NCP43_CHUKWUDI019,,Low Fat,0.053413906,Others,454.42,1992,Small,Cluster 1,Grocery Store,449.42
FDD16,CHUKWUDI010,FDD16_CHUKWUDI010,20.5,Low Fat,0.060847634000000005,Frozen Foods,187.67,2005,,Cluster 3,Grocery Store,372.85
NCK19,CHUKWUDI018,NCK19_CHUKWUDI018,9.8,Low Fat,0.09083415800000001,Others,480.62,2016,Medium,Cluster 3,Supermarket Type2,10171.76
NCW18,CHUKWUDI035,NCW18_CHUKWUDI035,15.1,Low Fat,0.059313603,Household,595.31,2011,Small,Cluster 2,Supermarket Type1,10666.12
NCP05,CHUKWUDI027,NCP05_CHUKWUDI027,,Low Fat,0.025164132000000002,Health and Hygiene,381.51,1992,Medium,Cluster 3,Supermarket Type3,15180.24
FDS02,CHUKWUDI019,FDS02_CHUKWUDI019,,Normal Fat,0.25539489600000004,Dairy,492.2,1992,Small,Cluster 1,Grocery Store,1950.79
FDP23,CHUKWUDI035,FDP23_CHUKWUDI035,6.71,Low Fat,0.03558013,Breads,543.79,2011,Small,Cluster 2,Supermarket Type1,11430.12
FDF20,CHUKWUDI045,FDF20_CHUKWUDI045,12.85,Low Fat,0.033287541000000004,Fruits and Vegetables,496.19,2009,,Cluster 2,Supermarket Type1,3448.84
FDY25,CHUKWUDI018,FDY25_CHUKWUDI018,12.0,Low Fat,0.034112832999999995,Canned,450.49,2016,Medium,Cluster 3,Supermarket Type2,9960.37
FDE17,CHUKWUDI046,FDE17_CHUKWUDI046,20.1,Normal Fat,0.054455495,Frozen Foods,373.84,2004,Small,Cluster 1,Supermarket Type1,7178.99
FDN58,CHUKWUDI035,FDN58_CHUKWUDI035,13.8,Normal Fat,0.056861638,Snack Foods,579.0,2011,Small,Cluster 2,Supermarket Type1,17956.63
FDX22,CHUKWUDI019,FDX22_CHUKWUDI019,,Normal Fat,0.04022593,Snack Foods,527.48,1992,Small,Cluster 1,Grocery Store,525.98
FDB52,CHUKWUDI027,FDB52_CHUKWUDI027,,Low Fat,0.030288215,Dairy,641.92,1992,Medium,Cluster 3,Supermarket Type3,10865.86
FDF59,CHUKWUDI018,FDF59_CHUKWUDI018,12.5,Ultra Low fat,0.07153422599999999,Starchy Foods,312.26,2016,Medium,Cluster 3,Supermarket Type2,4427.57
FDW27,CHUKWUDI019,FDW27_CHUKWUDI019,,Normal Fat,0.264124669,Meat,389.33,1992,Small,Cluster 1,Grocery Store,387.83
NCX05,CHUKWUDI010,NCX05_CHUKWUDI010,15.2,Low Fat,0.162462044,Health and Hygiene,294.12,2005,,Cluster 3,Grocery Store,868.87
FDK58,CHUKWUDI013,FDK58_CHUKWUDI013,11.35,Normal Fat,0.044945123,Snack Foods,252.5,1994,High,Cluster 3,Supermarket Type1,6578.1
NCO14,CHUKWUDI010,NCO14_CHUKWUDI010,9.6,Low Fat,0.049617765,Household,110.52,2005,,Cluster 3,Grocery Store,111.52
FDP01,CHUKWUDI010,FDP01_CHUKWUDI010,20.75,Normal Fat,0.10599465400000001,Breakfast,376.42,2005,,Cluster 3,Grocery Store,1905.85
FDW50,CHUKWUDI017,FDW50_CHUKWUDI017,13.1,Low Fat,0.07600554799999999,Dairy,415.29,2014,,Cluster 2,Supermarket Type1,2924.53
FDW46,CHUKWUDI013,FDW46_CHUKWUDI013,13.0,Normal Fat,0.070243155,Snack Foods,164.37,1994,High,Cluster 3,Supermarket Type1,978.73
NCE07,CHUKWUDI010,NCE07_CHUKWUDI010,8.18,Low Fat,0.02197698,Household,351.54,2005,,Cluster 3,Grocery Store,1063.62
FDF22,CHUKWUDI049,FDF22_CHUKWUDI049,6.865,Low Fat,0.056919038,Snack Foods,532.05,2006,Medium,Cluster 1,Supermarket Type1,14426.22
FDY24,CHUKWUDI010,FDY24_CHUKWUDI010,4.88,Normal Fat,0.223440258,Baking Goods,130.57,2005,,Cluster 3,Grocery Store,404.47
FDC08,CHUKWUDI017,FDC08_CHUKWUDI017,19.0,Normal Fat,0.10403514800000001,Fruits and Vegetables,569.43,2014,,Cluster 2,Supermarket Type1,13016.39
FDT03,CHUKWUDI045,FDT03_CHUKWUDI045,21.25,Low Fat,0.01001904,Meat,461.65,2009,,Cluster 2,Supermarket Type1,918.8
FDF46,CHUKWUDI017,FDF46_CHUKWUDI017,7.07,Low Fat,0.09420101800000001,Snack Foods,289.71,2014,,Cluster 2,Supermarket Type1,2591.63
FDL44,CHUKWUDI018,FDL44_CHUKWUDI018,18.25,Low Fat,0.012325121999999999,Fruits and Vegetables,407.22,2016,Medium,Cluster 3,Supermarket Type2,1617.89
NCW18,CHUKWUDI027,NCW18_CHUKWUDI027,,Low Fat,0.059037538,Household,594.31,1992,Medium,Cluster 3,Supermarket Type3,6518.18
FDD40,CHUKWUDI045,FDD40_CHUKWUDI045,20.25,Normal Fat,0.014823358,Dairy,476.79,2009,,Cluster 2,Supermarket Type1,2886.24
FDT55,CHUKWUDI049,FDT55_CHUKWUDI049,13.6,Normal Fat,0.0,Fruits and Vegetables,391.24,2006,Medium,Cluster 1,Supermarket Type1,7495.24
FDJ38,CHUKWUDI017,FDJ38_CHUKWUDI017,8.6,Normal Fat,0.040432954,Canned,479.13,2014,,Cluster 2,Supermarket Type1,9487.65
FDX04,CHUKWUDI013,FDX04_CHUKWUDI013,19.6,Normal Fat,0.041536962000000004,Frozen Foods,115.09,1994,High,Cluster 3,Supermarket Type1,1318.28
FDI45,CHUKWUDI045,FDI45_CHUKWUDI045,13.1,Low Fat,0.037657459,Fruits and Vegetables,439.51,2009,,Cluster 2,Supermarket Type1,7004.22
FDB35,CHUKWUDI013,FDB35_CHUKWUDI013,12.3,Normal Fat,0.064565202,Starchy Foods,232.45,1994,High,Cluster 3,Supermarket Type1,4823.72
NCQ50,CHUKWUDI017,NCQ50_CHUKWUDI017,18.75,Low Fat,0.034501405,Household,529.3,2014,,Cluster 2,Supermarket Type1,14426.22
FDH08,CHUKWUDI027,FDH08_CHUKWUDI027,,Low Fat,0.017344678999999998,Fruits and Vegetables,577.0,1992,Medium,Cluster 3,Supermarket Type3,13207.81
